"","D20_250004","D20_250006","D20_250007","D20_250009","D20_250010","D20_250012","D20_250027","D20_250029","D20_250033","D20_250034","D20_250037","D20_250039","D20_250040","D20_250041","D20_250044","S023","S035","S087","S117","S157","S166","S169","S178"
"Gm21112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6330537M06Rik",39,25,43,9,15,3,11,181,54,185,65,18,66,24,27,31,35,12,31,19,159,148,39
"Gm36368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or7e167-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830024N08Rik",51,7,30,18,1,0,24,0,6,56,36,0,19,26,24,24,13,0,33,31,33,16,0
"Gm45789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm30052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7639",0,0,1,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm45704",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578M07Rik",0,1,0,1,0,0,0,77,0,37,0,7,0,0,0,0,0,0,1,0,0,0,0
"Gm7344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45774",19,24,23,7,21,0,7,19,0,0,4,12,54,36,26,12,17,0,31,0,9,14,0
"Gm45754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or7n1-ps1",12,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0
"Potefam3f",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"4930488N15Rik",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45822",21,4,8,1,1,11,4,8,3,3,16,1,15,11,3,13,0,0,10,1,22,6,0
"Gm33103",0,0,1,0,0,12,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"Gm7990",3,0,0,0,0,1,0,1,4,0,3,1,3,0,0,2,0,0,2,0,0,10,0
"Gm45859",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm45854",4,2,18,9,0,12,25,72,2,18,38,9,6,5,35,10,14,0,1,46,0,1,0
"6030466F02Rik",0,0,0,0,0,0,0,0,0,0,2,1,3,4,0,0,0,2,0,0,0,0,0
"Gm45878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or8p1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45824",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm32856",14,5,19,11,2,13,16,16,0,0,11,11,20,7,17,7,11,1,7,1,28,0,0
"Gm45829",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm45843",5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Gm8838",0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,1,0,0,0,0,0,0
"Gm7948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7769",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm20163",130,5,31,18,0,0,74,165,18,0,4,13,35,19,41,60,0,10,20,2,15,227,36
"Gm17827",1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lncbate1",0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm45817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45890",61,54,130,22,93,91,68,156,57,2,4,57,85,73,253,76,62,21,98,47,141,130,55
"Gm36879",52,0,8,1,0,105,6,37,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Gm5910",16,0,5,0,0,2,6,6,2,9,6,2,6,3,1,4,2,0,4,0,15,0,0
"Gm39822",0,1,2,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,1,13,0,0
"Gm7850",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
"Gm45733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or7g22",0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcn",53,0,25,8,0,0,0,13,0,8,2,2,11,2,1,1,0,0,13,0,20,0,0
"Gm32005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm32052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"5033426E14Rik",0,0,0,0,0,0,0,0,9,0,1,0,0,5,2,0,0,0,0,0,0,0,0
"Gm45805",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18935",0,4,2,9,0,26,10,65,0,0,9,4,4,3,5,0,31,0,0,6,15,5,0
"Marcol",0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"4930567H12Rik",10,0,0,0,0,0,0,0,0,0,5,2,1,3,0,9,0,0,0,0,0,0,0
"K230015D01Rik",60,25,37,2,18,4,7,186,15,4,5,27,73,18,30,22,20,4,49,13,36,67,17
"Gm42047",0,0,0,0,0,0,0,0,278,422,0,0,8,0,0,0,60,1,0,0,7806,0,0
"Gm45880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm32122",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45895",3,0,0,0,0,0,5,0,2,0,0,0,5,5,1,0,0,0,0,0,12,0,0
"Gm45853",28,10,4,3,0,19,48,0,7,35,9,3,5,5,13,5,12,6,0,24,1,1,0
"Gm39397",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
"Gm45903",0,8,2,4,0,0,0,0,24,0,10,9,1,18,18,0,0,0,0,0,0,28,0
"Gm45826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45710",0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Gm18924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7390",14,6,13,5,0,7,18,8,0,7,0,5,6,4,18,7,6,3,8,13,12,0,0
"Or7f1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2n2-ps1",0,0,1,0,0,0,0,42,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"Gm17745",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm38574",6,1,0,3,0,0,0,5,0,0,0,0,3,2,0,1,0,0,3,0,3,0,0
"Gm40466",28,22,16,5,11,54,1,16,3,1,5,16,18,8,20,20,6,1,26,1,31,1,17
"Gm19170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45770",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm33023",11,1,0,1,0,4,3,52,10,0,2,4,3,3,3,17,0,0,0,0,27,21,33
"Gm34418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45746",1,0,0,0,0,0,0,100,2,15,0,4,0,0,1,0,0,0,1,0,0,0,0
"Gm45798",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm20735",0,6,9,5,0,0,14,0,1,0,4,4,9,0,10,31,0,0,0,0,3,0,0
"Gm7684",2,2,0,0,0,0,0,2,0,0,3,0,2,0,2,0,0,0,0,2,0,0,0
"Gm45857",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Gm45727",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm5362",5,2,0,1,0,0,0,3,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0
"Gm31805",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0
"Gm45722",0,0,0,2,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
"Gm39157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aprt-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm31786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9172",37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm45720",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm19885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Gm10060",8,1,5,7,1,0,1,19,3,1,2,2,5,6,2,3,4,4,1,0,9,0,1
"Gm30132",0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0
"Or7g24-ps1",7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45786",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Gm45833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45892",0,0,0,0,0,2,12,13,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Or8c12-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45897",64,0,1,0,0,0,0,0,0,0,10,11,1,1,2,0,0,0,0,0,1,0,0
"Gm45777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl10-ps5",1,3,3,4,7,2,6,11,4,1,1,9,3,9,5,6,1,1,6,0,11,17,0
"Gm6796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45796",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A530010L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45866",4,0,0,0,0,7,6,18,11,0,0,0,3,1,1,0,2,0,1,0,0,34,0
"Gm45855",2,2,3,3,3,2,0,2,6,5,2,5,2,2,7,1,6,1,3,0,9,9,0
"Gm45764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm45696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45731",141,49,75,21,0,0,0,26,13,0,73,22,104,85,157,7,81,2,71,0,1,71,0
"Gm18001",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Gm5363",1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
"Gm33460",0,0,0,0,0,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Gm45899",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45706",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0
"Gm31718",3,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,15,0,0,0,0,0,0
"Gm45875",44,22,11,1,11,4,58,102,65,9,4,17,25,37,17,1,22,1,27,13,107,74,30
"Gm20946",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5357",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm6013",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Gm45767",5,1,5,1,0,0,0,5,0,0,14,12,6,7,6,0,0,0,0,2,10,0,0
"Gm45821",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm45732",3,20,29,1,32,0,1,60,9,21,15,8,25,28,27,0,35,11,3,42,22,1,4
"Gm45701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45709",189,39,105,0,83,88,174,661,18,377,83,20,43,52,118,76,50,37,13,143,158,113,83
"Gm45795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Gnb1-ps3",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1700018P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"C78859",1,0,0,0,0,8,0,0,13,0,2,6,4,4,0,6,36,0,0,0,1,0,0
"Gm45760",32,63,83,17,40,203,171,427,165,21,52,11,357,173,196,148,32,28,93,32,507,392,146
"Gm39662",10,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
"Gm30606",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm45910",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5131",19,2,22,6,7,0,14,28,8,3,4,3,5,8,12,2,0,0,0,0,0,6,0
"Gm39271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G07Rik",0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Gm45765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2716",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm46223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm49353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Gm47129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18101",19,1,40,5,11,57,11,49,16,16,0,10,8,20,27,12,9,1,22,0,41,120,28
"Gm48784",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm47117",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,2,9,4,0
"Gm19385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47049",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47173",0,0,0,0,0,1,1,0,5,40,1,1,0,5,3,0,0,1,0,0,1,0,0
"Or8ac1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4930444F02Rik",10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Gm47092",0,4,11,9,1,0,0,0,0,0,5,0,0,2,6,0,0,0,0,0,0,0,0
"Gm17950",0,0,7,1,0,26,0,0,5,0,2,1,0,0,2,6,0,0,3,0,23,0,0
"Gm48853",4,5,5,1,4,0,1,0,0,0,1,1,1,2,6,0,0,1,3,0,0,15,0
"Gm48091",0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5171",4,8,3,4,6,1,15,6,2,9,1,7,16,13,12,1,0,0,10,0,25,5,0
"Gm8106",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm35657",0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
"Gm19228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47931",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
"Gm48702",6,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,11,20,1,0,1
"C230053D17Rik",0,4,10,0,0,0,0,0,0,0,0,12,2,5,9,0,45,0,0,2,0,0,0
"D730003K21Rik",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18391",8,0,0,0,0,12,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"4930405J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC049987",0,0,1,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm47786",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18228",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48092",1,5,21,2,0,0,6,66,0,0,7,2,11,6,4,1,70,4,0,0,0,0,0
"Gm6607",1,6,4,1,1,2,4,1,2,4,0,1,6,0,4,0,0,0,5,0,4,15,4
"Gm39456",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0
"Gm29761",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48229",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47468",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm47214",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Gm31432",1,0,0,0,0,0,0,0,0,0,0,1,4,0,11,1,0,0,0,0,0,0,0
"Gm18541",30,0,8,2,0,0,8,30,6,6,0,7,8,2,9,0,0,3,2,0,4,17,6
"Gm47783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tpi-rs5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47785",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47856",0,0,0,0,0,10,0,0,0,6,4,6,1,0,5,0,4,0,1,1,0,9,0
"Gm39326",17,5,4,4,11,5,15,14,7,3,2,10,6,6,3,4,0,0,0,3,7,13,4
"Gm39318",141,32,69,3,14,52,0,78,10,0,20,24,49,47,92,81,0,12,36,7,38,105,12
"Gm2829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm8171",0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"Gm48271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"Or8g31-ps1",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Gm31992",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm48198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48821",7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Gm39436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6667",0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm33700",1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm33053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0
"Gm47079",64,6,40,14,63,0,0,0,0,1,0,12,11,18,29,0,0,0,40,0,0,166,0
"Gm47508",0,0,1,7,0,0,0,0,0,0,0,5,7,3,3,0,0,0,0,0,0,0,9
"Or10aq1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm7395",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"4930401A07Rik",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Gm47179",217,18,47,14,0,69,85,122,22,0,47,37,55,35,58,23,36,16,12,0,299,0,0
"4930543K20Rik",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47141",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Gm20275",9,20,8,2,2,1,29,20,9,37,6,1,3,10,12,9,6,6,0,15,26,1,0
"Or8k37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5364",2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,3,0
"Gm46138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or9b2-ps1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm48729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm31497",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm38661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm19178",0,0,0,0,0,31,0,0,0,0,2,0,0,3,1,0,0,0,10,0,0,0,0
"Gm47723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a79",0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"Gm47176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18305",0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
"Gm36799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48677",57,10,25,1,0,73,0,83,6,73,7,10,11,6,33,0,15,1,0,0,136,76,26
"Gm8959",1,0,8,15,8,0,3,5,0,4,0,0,7,9,6,0,1,2,0,0,0,0,0
"Gm47262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm32281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Gm47517",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm47638",0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"Gm46218",10,1,6,2,4,9,1,13,0,12,7,1,4,2,5,0,6,2,4,1,11,0,0
"Gm48159",0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0
"Gm48125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm39469",37,7,22,9,1,13,30,9,4,24,1,5,26,28,7,12,9,3,15,1,43,0,0
"Gm48563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Gm48801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47789",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47496",0,1,3,4,0,0,0,0,4,1,1,1,0,1,5,4,0,1,2,2,5,2,0
"Gpx4-ps2",81,41,94,43,58,22,44,84,32,43,0,54,62,46,168,88,26,4,141,0,50,151,63
"Gm35552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47481",4,0,0,3,6,0,1,4,0,3,4,4,8,1,7,2,5,0,1,0,5,5,0
"Gm18508",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm18705",10,6,4,1,2,0,12,7,4,4,0,0,10,2,2,7,1,0,0,0,11,0,0
"Gm47663",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr932-ps1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48902",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olfr1007-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm29-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm48330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm18160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm35835",32,0,0,0,0,0,0,0,1,0,0,14,1,2,0,0,0,0,0,0,0,0,0
"Gm34655",0,8,2,0,0,0,0,0,6,0,7,1,1,2,17,0,0,0,1,2,0,74,3
